subject,attribute,value
hu5CABA7,member_type,text
hu5CABA7,text_file_subtype,23andMe
hu5CD59A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5CD59A,download_type,archive
hu5CD59A,archive_member_count,1
hu5CD59A,archive_content,name_is_genome_mumble_txt
hu5CD59A,member_name,genome_Panagiotis_Ftohidis_Full_20130425101335.txt
hu5CD59A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5CD59A,member_type,text
hu5CD59A,text_file_subtype,23andMe
hu5CE489,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5CE489,download_type,archive
hu5CE489,archive_member_count,1
hu5CE489,archive_content,name_is_genome_mumble_txt
hu5CE489,member_name,genome_NAME_REDACTED_Full_20150403101041.txt
hu5CE489,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5CE489,member_type,text
hu5CE489,text_file_subtype,23andMe
hu5D4AD0,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5D4AD0,download_type,text
hu5D4AD0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5D4AD0,member_type,text
hu5D4AD0,text_file_subtype,23andMe
hu5D9DE3,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5D9DE3,download_type,text
hu5D9DE3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5D9DE3,member_type,text
hu5D9DE3,text_file_subtype,23andMe
hu5DD02A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5DD02A,download_type,archive
hu5DD02A,archive_member_count,1
hu5DD02A,archive_content,other_name
hu5DD02A,member_name,AncestryDNA.txt
hu5DD02A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5DD02A,member_type,text
hu5DD02A,text_file_subtype,AncestryDNA
hu5DE8CD,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5DE8CD,download_type,text
hu5DE8CD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5DE8CD,member_type,text
hu5DE8CD,text_file_subtype,23andMe
hu5E39A6,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5E39A6,download_type,text
hu5E39A6,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5E39A6,member_type,text
hu5E39A6,text_file_subtype,23andMe
hu5F0DCB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5F0DCB,download_type,archive
hu5F0DCB,archive_member_count,1
hu5F0DCB,archive_content,name_is_genome_mumble_txt
hu5F0DCB,member_name,genome_Jason_Yang_Full_20110717084852.txt
hu5F0DCB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5F0DCB,member_type,text
hu5F0DCB,text_file_subtype,23andMe
hu5F3659,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5F3659,download_type,archive
hu5F3659,archive_member_count,1
hu5F3659,archive_content,name_is_genome_mumble_txt
hu5F3659,member_name,genome_Full_201104.txt
hu5F3659,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5F3659,member_type,text
hu5F3659,text_file_subtype,23andMe
hu5FB1B9,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FB1B9,download_type,text
hu5FB1B9,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FB1B9,member_type,text
hu5FB1B9,text_file_subtype,23andMe
hu5FCE15,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FCE15,download_type,text
hu5FCE15,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FCE15,member_type,text
hu5FCE15,text_file_subtype,23andMe
hu5FD679,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FD679,download_type,text
hu5FD679,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FD679,member_type,text
hu5FD679,text_file_subtype,23andMe
hu5FF6B0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu5FF6B0,download_type,archive
hu5FF6B0,archive_member_count,1
hu5FF6B0,archive_content,name_is_genome_mumble_txt
hu5FF6B0,member_name,genome_Johnathan_Storlie_Full_20110728122346.txt
hu5FF6B0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu5FF6B0,member_type,text
hu5FF6B0,text_file_subtype,23andMe
hu606C9D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu606C9D,download_type,archive
hu606C9D,archive_member_count,1
hu606C9D,archive_content,name_is_genome_mumble_txt
hu606C9D,member_name,genome_Full_20160309225637.txt
hu606C9D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu606C9D,member_type,text
hu606C9D,text_file_subtype,23andMe
hu60AB7C,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu60AB7C,download_type,text
hu60AB7C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu60AB7C,member_type,text
hu60AB7C,text_file_subtype,23andMe
hu6157D1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6157D1,download_type,archive
hu6157D1,archive_member_count,1
hu6157D1,archive_content,other_name
hu6157D1,member_name,GFG_filtered_unphased_genotypes_23andMe.txt
hu6157D1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6157D1,member_type,text
hu6157D1,text_file_subtype,23andMe
hu619F51,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu619F51,download_type,text
hu619F51,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu619F51,member_type,text
hu619F51,text_file_subtype,23andMe
hu61EBEE,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu61EBEE,download_type,text
hu61EBEE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu61EBEE,member_type,text
hu61EBEE,text_file_subtype,23andMe
hu620523,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu620523,download_type,archive
hu620523,archive_member_count,1
hu620523,archive_content,name_is_genome_mumble_txt
hu620523,member_name,genome_Patricia_Storlie_Full_20110728125734.txt
hu620523,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu620523,member_type,text
hu620523,text_file_subtype,23andMe
hu627574,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu627574,download_type,text
hu627574,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu627574,member_type,text
hu627574,text_file_subtype,23andMe
hu633787,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu633787,download_type,archive
hu633787,archive_member_count,1
hu633787,archive_content,name_is_genome_mumble_txt
hu633787,member_name,genome_James_Therrien_Full_20130311112226.txt
hu633787,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu633787,member_type,text
hu633787,text_file_subtype,23andMe
hu635045,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu635045,download_type,archive
hu635045,archive_member_count,1
hu635045,archive_content,name_is_genome_mumble_txt
hu635045,member_name,genome_aerica_diponzio_Full_20131231225600.txt
hu635045,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu635045,member_type,text
hu635045,text_file_subtype,23andMe
hu63A000,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu63A000,download_type,archive
hu63A000,archive_member_count,3
hu63A000,archive_content,name_is_genome_mumble_txt
hu63A000,member_name,genome_Full_20110716190813.txt
hu63A000,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu63A000,member_type,text
hu63A000,text_file_subtype,23andMe
hu63DA55,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu63DA55,download_type,archive
hu63DA55,archive_member_count,1
hu63DA55,archive_content,name_is_genome_mumble_txt
hu63DA55,member_name,genome_Ronald_Bailey_Full_20110623080747.txt
hu63DA55,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu63DA55,member_type,text
hu63DA55,text_file_subtype,23andMe
hu63EB0A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu63EB0A,download_type,text
hu63EB0A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu63EB0A,member_type,text
hu63EB0A,text_file_subtype,23andMe
hu6443EF,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6443EF,download_type,text
hu6443EF,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6443EF,member_type,text
hu6443EF,text_file_subtype,23andMe
hu64AE17,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu64AE17,download_type,archive
hu64AE17,archive_member_count,1
hu64AE17,archive_content,name_is_genome_mumble_txt
hu64AE17,member_name,genome_Full_20130529095334.txt
hu64AE17,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu64AE17,member_type,text
hu64AE17,text_file_subtype,23andMe
hu65286B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu65286B,download_type,archive
hu65286B,archive_member_count,1
hu65286B,archive_content,name_is_genome_mumble_txt
hu65286B,member_name,genome_Carla_Blake_Full_20120419220307.txt
hu65286B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu65286B,member_type,text
hu65286B,text_file_subtype,23andMe
hu654B61,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu654B61,download_type,archive
hu654B61,archive_member_count,1
hu654B61,archive_content,name_is_genome_mumble_txt
hu654B61,member_name,genome_Rita_English_Full_20120224135101.txt
hu654B61,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu654B61,member_type,text
hu654B61,text_file_subtype,23andMe
hu65BFA1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu65BFA1,download_type,archive
hu65BFA1,archive_member_count,1
hu65BFA1,archive_content,name_is_genome_mumble_txt
hu65BFA1,member_name,genome_Tim_Boyle_v4_Full_20160916220037.txt
hu65BFA1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu65BFA1,member_type,text
hu65BFA1,text_file_subtype,23andMe
hu66330E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu66330E,download_type,text
hu66330E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu66330E,member_type,text
hu66330E,text_file_subtype,23andMe
hu665667,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu665667,download_type,text
hu665667,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu665667,member_type,text
hu665667,text_file_subtype,23andMe
hu668281,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu668281,download_type,text
hu668281,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu668281,member_type,text
hu668281,text_file_subtype,23andMe
hu67B84E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu67B84E,download_type,text
hu67B84E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu67B84E,member_type,text
hu67B84E,text_file_subtype,23andMe
hu686728,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu686728,download_type,text
hu686728,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu686728,member_type,text
hu686728,text_file_subtype,23andMe
hu686A35,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu686A35,download_type,text
hu686A35,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu686A35,member_type,text
hu686A35,text_file_subtype,23andMe
hu689E16,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu689E16,download_type,text
hu689E16,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu689E16,member_type,text
hu689E16,text_file_subtype,23andMe
hu691E67,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu691E67,download_type,archive
hu691E67,archive_member_count,1
hu691E67,archive_content,other_name
hu691E67,member_name,23andMeSNPsaliva.txt
hu691E67,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu691E67,member_type,text
hu691E67,text_file_subtype,23andMe
hu6A0E65,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6A0E65,download_type,archive
hu6A0E65,archive_member_count,1
hu6A0E65,archive_content,name_is_genome_mumble_txt
hu6A0E65,member_name,genome_Andrew_Galbraith_Full_20120802135408.txt
hu6A0E65,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6A0E65,member_type,text
hu6A0E65,text_file_subtype,23andMe
hu6ABACE,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6ABACE,download_type,archive
hu6ABACE,archive_member_count,1
hu6ABACE,archive_content,name_is_genome_mumble_txt
hu6ABACE,member_name,genome_Nils_Homer_Full_20110504151508.txt
hu6ABACE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6ABACE,member_type,text
hu6ABACE,text_file_subtype,23andMe
hu6AD82E,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6AD82E,download_type,text
hu6AD82E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6AD82E,member_type,text
hu6AD82E,text_file_subtype,23andMe
hu6AE32B,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6AE32B,download_type,text
hu6AE32B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6AE32B,member_type,text
hu6AE32B,text_file_subtype,23andMe
hu6CD8C1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6CD8C1,download_type,archive
hu6CD8C1,archive_member_count,1
hu6CD8C1,archive_content,name_is_genome_mumble_txt
hu6CD8C1,member_name,genome_Daniel_Zuranich_Full_20150516202607.txt
hu6CD8C1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6CD8C1,member_type,text
hu6CD8C1,text_file_subtype,23andMe
hu6D1115,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6D1115,download_type,archive
hu6D1115,archive_member_count,1
hu6D1115,archive_content,name_is_genome_mumble_txt
hu6D1115,member_name,genome_Leslie_Hope_Full_20110716185833.txt
hu6D1115,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6D1115,member_type,text
hu6D1115,text_file_subtype,23andMe
hu6D50BE,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6D50BE,download_type,text
hu6D50BE,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6D50BE,member_type,text
hu6D50BE,text_file_subtype,23andMe
hu6DA401,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6DA401,download_type,text
hu6DA401,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6DA401,member_type,text
hu6DA401,text_file_subtype,23andMe
hu6E26D3,actual_file_type_from_magic_number,"HTML document, ASCII text, with CRLF line terminators"
hu6E26D3,download_type,other
hu6E26D3,member_type_from_magic_number,"HTML document, ASCII text, with CRLF line terminators"
hu6E37AB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
hu6E37AB,download_type,archive
hu6E37AB,archive_member_count,1
hu6E37AB,archive_content,name_is_genome_mumble_txt
hu6E37AB,member_name,genome_Joey_Stanford_Full_20110412081436.txt
hu6E37AB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
hu6E37AB,member_type,text
